"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20210922","5호선","길동","3067","3228","20210925"
"20210922","4호선","길음","7779","7772","20210925"
"20210922","경춘선","김유정","452","426","20210925"
"20210922","5호선","김포공항","8040","6002","20210925"
"20210922","9호선","김포공항","8152","10749","20210925"
"20210922","공항철도 1호선","김포공항","14168","5873","20210925"
"20210922","5호선","까치산","12350","13024","20210925"
"20210922","7호선","까치울","3555","3425","20210925"
"20210922","2호선","낙성대(강감찬)","10149","12755","20210925"
"20210922","7호선","남구로","5497","5385","20210925"
"20210922","수인선","남동인더스파크","480","576","20210925"
"20210922","3호선","남부터미널(예술의전당)","15264","10516","20210925"
"20210922","7호선","남성","4030","4409","20210925"
"20210922","경부선","남영","2996","3481","20210925"
"20210922","경춘선","남춘천","3118","2693","20210925"
"20210922","4호선","남태령","548","426","20210925"
"20210922","8호선","남한산성입구(성남법원.검찰청)","5371","4983","20210925"
"20210922","7호선","내방","3815","4046","20210925"
"20210922","9호선","노들","1990","1835","20210925"
"20210922","9호선","노량진","11752","13508","20210925"
"20210922","경부선","노량진","4768","4664","20210925"
"20210922","4호선","노원","9745","10669","20210925"
"20210922","7호선","노원","9497","9963","20210925"
"20210922","3호선","녹번","5584","5304","20210925"
"20210922","6호선","녹사평(용산구청)","3033","2988","20210925"
"20210922","경원선","녹양","2405","2152","20210925"
"20210922","경원선","녹천","2039","1810","20210925"
"20210922","7호선","논현","4389","5001","20210925"
"20210922","경의선","능곡","1872","1813","20210925"
"20210922","8호선","단대오거리","4337","4353","20210925"
"20210922","수인선","달월","56","53","20210925"
"20210922","5호선","답십리","5493","5445","20210925"
"20210922","4호선","당고개","6373","5912","20210925"
"20210922","2호선","당산","6953","7490","20210925"
"20210922","9호선","당산","6422","7515","20210925"
"20210922","경부선","당정","2510","2376","20210925"
"20210922","일산선","대곡","912","749","20210925"
"20210922","과천선","대공원","5311","5311","20210925"
"20210922","7호선","대림(구로구청)","5729","5398","20210925"
"20210922","2호선","대림(구로구청)","11251","11584","20210925"
"20210922","분당선","대모산입구","1439","1386","20210925"
"20210922","경부선","대방","3939","4605","20210925"
"20210922","경춘선","대성리","543","427","20210925"
"20210922","안산선","대야미","2554","2270","20210925"
"20210922","3호선","대청","3159","3161","20210925"
"20210922","3호선","대치","4537","4112","20210925"
"20210922","일산선","대화","5102","4556","20210925"
"20210922","6호선","대흥(서강대앞)","2614","2940","20210925"
"20210922","경원선","덕계","1477","1307","20210925"
"20210922","중앙선","덕소","3103","3067","20210925"
"20210922","경원선","덕정","2921","3035","20210925"
"20210922","3호선","도곡","1471","1587","20210925"
"20210922","분당선","도곡","2076","2111","20210925"
"20210922","중앙선","도농","4300","4032","20210925"
"20210922","2호선","도림천","390","404","20210925"
"20210922","경원선","도봉","2929","2642","20210925"
"20210922","7호선","도봉산","4716","6196","20210925"
"20210922","경원선","도봉산","6916","4877","20210925"
"20210922","중앙선","도심","1077","908","20210925"
"20210922","경인선","도원","1210","1262","20210925"
"20210922","경인선","도화","1988","1756","20210925"
"20210922","3호선","독립문","3232","3692","20210925"
"20210922","6호선","독바위","1309","1587","20210925"
"20210922","경부선","독산","4898","5154","20210925"
"20210922","6호선","돌곶이","3324","3351","20210925"
"20210922","1호선","동대문","6669","6282","20210925"
"20210922","4호선","동대문","4596","4536","20210925"
"20210922","5호선","동대문역사문화공원(DDP)","538","668","20210925"
"20210922","2호선","동대문역사문화공원(DDP)","5266","5784","20210925"
"20210922","4호선","동대문역사문화공원(DDP)","5997","5302","20210925"
"20210922","3호선","동대입구","3636","4654","20210925"
"20210922","경원선","동두천","1200","1387","20210925"
"20210922","경원선","동두천중앙","1881","1617","20210925"
"20210922","6호선","동묘앞","3966","3996","20210925"
"20210922","1호선","동묘앞","6547","7200","20210925"
"20210922","경인선","동암","8197","7838","20210925"
"20210922","경인선","동인천","7867","7356","20210925"
"20210922","9호선","동작(현충원)","811","695","20210925"
"20210922","4호선","동작(현충원)","1390","1446","20210925"
"20210922","경부선","두정","3869","4142","20210925"
"20210922","5호선","둔촌동","3106","3253","20210925"
"20210922","9호선2~3단계","둔촌오륜","300","332","20210925"
"20210922","9호선","등촌","3931","4463","20210925"
"20210922","경의선","디지털미디어시티","1168","1096","20210925"
"20210922","공항철도 1호선","디지털미디어시티","2870","3117","20210925"
"20210922","6호선","디지털미디어시티","3974","4232","20210925"
"20210922","2호선","뚝섬","7364","7947","20210925"
"20210922","7호선","뚝섬유원지","7364","6587","20210925"
"20210922","5호선","마곡","2685","2814","20210925"
"20210922","9호선","마곡나루(서울식물원)","4142","4732","20210925"
"20210922","공항철도 1호선","마곡나루(서울식물원)","1835","2114","20210925"
"20210922","일산선","마두","3093","2964","20210925"
"20210922","7호선","마들","5264","5218","20210925"
"20210922","경춘선","마석","2306","2142","20210925"
"20210922","5호선","마장","2082","2011","20210925"
"20210922","5호선","마천","2630","2717","20210925"
"20210922","5호선","마포","3702","3799","20210925"
"20210922","6호선","마포구청","5089","5115","20210925"
"20210922","중앙선","망우","4019","4177","20210925"
"20210922","6호선","망원","6951","8279","20210925"
"20210922","경원선","망월사","3371","3452","20210925"
"20210922","분당선","망포","4979","5365","20210925"
"20210922","분당선","매교","1084","1090","20210925"
"20210922","3호선","매봉","3308","3343","20210925"
"20210922","분당선","매탄권선","2045","2015","20210925"
"20210922","7호선","먹골","4281","4431","20210925"
"20210922","7호선","면목","6433","6547","20210925"
"20210922","4호선","명동","7828","8268","20210925"
"20210922","5호선","명일","3218","3178","20210925"
"20210922","경부선","명학","2633","2769","20210925"
"20210922","분당선","모란","8663","9220","20210925"
"20210922","8호선","모란","1952","1677","20210925"
"20210922","5호선","목동","6044","6544","20210925"
"20210922","8호선","몽촌토성(평화의문)","2731","2930","20210925"
"20210922","3호선","무악재","1560","1621","20210925"
"20210922","2호선","문래","5496","6008","20210925"
"20210922","경의선","문산","3740","3321","20210925"
"20210922","8호선","문정","3544","4034","20210925"
"20210922","분당선","미금","5845","6446","20210925"
"20210922","5호선","미사","6618","7154","20210925"
"20210922","4호선","미아(서울사이버대학)","5901","5854","20210925"
"20210922","4호선","미아사거리","12623","12115","20210925"
"20210922","안산선","반월","2231","2135","20210925"
"20210922","7호선","반포","2520","2192","20210925"
"20210922","5호선","발산","6773","7322","20210925"
"20210922","2호선","방배","4504","4886","20210925"
"20210922","5호선","방이","2655","2526","20210925"
"20210922","경원선","방학","4777","4558","20210925"
"20210922","5호선","방화","2886","2916","20210925"
"20210922","장항선","배방","742","760","20210925"
"20210922","경의선","백마","2743","2507","20210925"
"20210922","일산선","백석","4745","4599","20210925"
"20210922","경춘선","백양리","93","96","20210925"
"20210922","경인선","백운","3457","3240","20210925"
"20210922","6호선","버티고개","761","911","20210925"
"20210922","과천선","범계","11736","11134","20210925"
"20210922","경춘선","별내","1632","1456","20210925"
"20210922","경부선","병점","8014","8726","20210925"
"20210922","7호선","보라매","3029","3496","20210925"
"20210922","6호선","보문","2767","3105","20210925"
"20210922","우이신설선","보문","644","658","20210925"
"20210922","경원선","보산","1088","1165","20210925"
"20210922","분당선","보정","986","878","20210925"
"20210922","8호선","복정","3580","3550","20210925"
"20210922","장항선","봉명","452","455","20210925"
"20210922","9호선2~3단계","봉은사","5196","5277","20210925"
"20210922","2호선","봉천","8344","9445","20210925"
"20210922","6호선","봉화산(서울의료원)","3178","3168","20210925"
"20210922","경인선","부개","3863","3632","20210925"
"20210922","경강선","부발","1278","1366","20210925"
"20210922","경인선","부천","18598","18319","20210925"
"20210922","7호선","부천시청","5860","5864","20210925"
"20210922","7호선","부천종합운동장","2245","1974","20210925"
"20210922","경인선","부평","20057","20761","20210925"
"20210922","7호선","부평구청","3123","2693","20210925"
"20210922","우이신설선","북한산보국문","2746","2688","20210925"
"20210922","우이신설선","북한산우이","2280","2482","20210925"
"20210922","6호선","불광","2283","2144","20210925"
"20210922","3호선","불광","7441","9093","20210925"
"20210922","7호선","사가정","7145","7192","20210925"
"20210922","2호선","사당","15112","17403","20210925"
"20210922","4호선","사당","10933","10591","20210925"
"20210922","경춘선","사릉","1581","1502","20210925"
"20210922","수인선","사리","2322","2002","20210925"
"20210922","9호선","사평","1115","1232","20210925"
"20210922","안산선","산본","7297","7897","20210925"
"20210922","8호선","산성","2568","2672","20210925"
"20210922","4호선","삼각지","1635","2487","20210925"
"20210922","6호선","삼각지","2591","2038","20210925"
"20210922","경강선","삼동","900","801","20210925"
"20210922","7호선","삼산체육관","2235","1921","20210925"
"20210922","2호선","삼성(무역센터)","14038","14069","20210925"
"20210922","9호선2~3단계","삼성중앙","1455","1677","20210925"
"20210922","일산선","삼송","9111","8606","20210925"
"20210922","우이신설선","삼양","954","990","20210925"
"20210922","우이신설선","삼양사거리","1238","1244","20210925"
"20210922","9호선2~3단계","삼전","2643","3025","20210925"
"20210922","분당선","상갈","2657","2595","20210925"
"20210922","4호선","상계","8387","7702","20210925"
"20210922","7호선","상도","3703","4301","20210925"
"20210922","7호선","상동","5689","5535","20210925"
"20210922","안산선","상록수","7896","7470","20210925"
"20210922","중앙선","상봉(시외버스터미널)","3322","3638","20210925"
"20210922","7호선","상봉(시외버스터미널)","7584","7437","20210925"
"20210922","6호선","상수","3934","4705","20210925"
"20210922","2호선","상왕십리","5171","5476","20210925"
"20210922","6호선","상월곡(한국과학기술연구원)","2272","2245","20210925"
"20210922","5호선","상일동","5319","4932","20210925"
"20210922","경춘선","상천","377","340","20210925"
"20210922","6호선","새절(신사)","5180","5027","20210925"
"20210922","9호선","샛강","1215","1328","20210925"
"20210922","경의선","서강대","1064","1085","20210925"
"20210922","5호선","서대문","3570","3692","20210925"
"20210922","경부선","서동탄","730","720","20210925"
"20210922","경원선","서빙고","814","778","20210925"
"20210922","2호선","서울대입구(관악구청)","18090","22684","20210925"
"20210922","분당선","서울숲","5364","5586","20210925"
"20210922","경의선","서울역","874","824","20210925"
"20210922","경부선","서울역","5342","972","20210925"
"20210922","4호선","서울역","3016","5882","20210925"
"20210922","공항철도 1호선","서울역","5498","4503","20210925"
"20210922","1호선","서울역","20951","17404","20210925"
"20210922","경부선","서정리","3773","5440","20210925"
"20210922","2호선","서초","4385","3709","20210925"
"20210922","분당선","서현","11357","11394","20210925"
"20210922","경원선","석계","4184","4596","20210925"
"20210922","6호선","석계","5223","5485","20210925"
"20210922","경부선","석수","4281","3890","20210925"
"20210922","9호선2~3단계","석촌","3552","3578","20210925"
"20210922","8호선","석촌","3044","4043","20210925"
"20210922","9호선2~3단계","석촌고분","2116","2419","20210925"
"20210922","2호선","선릉","8768","8239","20210925"
"20210922","분당선","선릉","2014","3145","20210925"
"20210922","과천선","선바위","2935","2697","20210925"
"20210922","9호선","선유도","2119","2429","20210925"
"20210922","분당선","선정릉","1292","1486","20210925"
"20210922","9호선2~3단계","선정릉","2118","2644","20210925"
"20210922","경부선","성균관대","6022","6925","20210925"
"20210922","2호선","성수","9093","11013","20210925"
"20210922","4호선","성신여대입구(돈암)","9402","10104","20210925"
"20210922","우이신설선","성신여대입구(돈암)","1628","1972","20210925"
"20210922","경부선","성환","2226","2561","20210925"
"20210922","경부선","세류","2066","1795","20210925"
"20210922","경부선","세마","1502","1359","20210925"
"20210922","경강선","세종대왕릉","283","236","20210925"
"20210922","수인선","소래포구","5564","5403","20210925"
"20210922","경인선","소사","4361","3974","20210925"
"20210922","경원선","소요산","3789","2967","20210925"
"20210922","우이신설선","솔밭공원","1123","1168","20210925"
"20210922","우이신설선","솔샘","2393","2207","20210925"
"20210922","경인선","송내","10832","9999","20210925"
"20210922","수인선","송도","1393","1331","20210925"
"20210922","5호선","송정","2968","3148","20210925"
"20210922","경부선","송탄","3095","3536","20210925"
"20210922","8호선","송파","2604","2770","20210925"
"20210922","9호선2~3단계","송파나루","2094","2586","20210925"
"20210922","분당선","수내","4076","4185","20210925"
"20210922","7호선","수락산","6717","6469","20210925"
"20210922","안산선","수리산","1740","1733","20210925"
"20210922","경의선","수색","716","782","20210925"
"20210922","3호선","수서","7325","6546","20210925"
"20210922","분당선","수서","6066","5114","20210925"
"20210922","경부선","수원","30011","28998","20210925"
"20210922","분당선","수원","5157","4520","20210925"
"20210922","분당선","수원시청","5458","5907","20210925"
"20210922","4호선","수유(강북구청)","16072","16163","20210925"
"20210922","8호선","수진","2168","2044","20210925"
"20210922","4호선","숙대입구(갈월)","4263","4507","20210925"
"20210922","7호선","숭실대입구(살피재)","4173","5250","20210925"
"20210922","수인선","숭의","1680","1562","20210925"
"20210922","1호선","시청","5675","5481","20210925"
"20210922","2호선","시청","3965","3433","20210925"
"20210922","분당선","신갈","1590","1619","20210925"
"20210922","5호선","신금호","2306","2571","20210925"
"20210922","경부선","신길","3650","3379","20210925"
"20210922","5호선","신길","1291","1704","20210925"
"20210922","안산선","신길온천","1128","993","20210925"
"20210922","경춘선","신내","710","732","20210925"
"20210922","9호선","신논현","11370","11786","20210925"
"20210922","2호선","신답","571","680","20210925"
"20210922","6호선","신당","3190","3353","20210925"
"20210922","2호선","신당","5595","6477","20210925"
"20210922","2호선","신대방","11419","12484","20210925"
"20210922","7호선","신대방삼거리","5703","6789","20210925"
"20210922","경부선","신도림","1617","1725","20210925"
"20210922","2호선","신도림","18815","19258","20210925"
"20210922","경강선","신둔도예촌","911","720","20210925"
"20210922","2호선","신림","26421","31030","20210925"
"20210922","9호선","신목동","1419","1298","20210925"
"20210922","9호선","신반포","1120","1169","20210925"
"20210922","9호선","신방화","2555","2630","20210925"
"20210922","3호선","신사","9049","10191","20210925"
"20210922","2호선","신설동","1433","1446","20210925"
"20210922","우이신설선","신설동","835","768","20210925"
"20210922","1호선","신설동","4764","5213","20210925"
"20210922","4호선","신용산","6086","5937","20210925"
"20210922","중앙선","신원","372","247","20210925"
"20210922","경원선","신이문","3753","3446","20210925"
"20210922","5호선","신정(은행정)","4997","4553","20210925"
"20210922","2호선","신정네거리","4067","4022","20210925"
"20210922","7호선","신중동","5362","5378","20210925"
"20210922","장항선","신창(순천향대)","1305","1484","20210925"
"20210922","경의선","신촌","187","181","20210925"
"20210922","2호선","신촌","13142","14336","20210925"
"20210922","수인선","신포","991","953","20210925"
"20210922","7호선","신풍","4651","4637","20210925"
"20210922","8호선","신흥","2201","2376","20210925"
"20210922","4호선","쌍문","12669","11530","20210925"
"20210922","장항선","쌍용(나사렛대)","1047","999","20210925"
"20210922","장항선","아산","2873","1948","20210925"
"20210922","중앙선","아신","565","464","20210925"
"20210922","5호선","아차산(어린이대공원후문)","7794","7797","20210925"
"20210922","2호선","아현","3603","3868","20210925"
"20210922","3호선","안국","8127","9532","20210925"
"20210922","안산선","안산","8687","7511","20210925"
"20210922","6호선","안암(고대병원앞)","3066","4176","20210925"
"20210922","경부선","안양","11384","11128","20210925"
"20210922","8호선","암사","6916","6660","20210925"
"20210922","3호선","압구정","7670","8125","20210925"
"20210922","분당선","압구정로데오","6079","7076","20210925"
"20210922","5호선","애오개","1896","2040","20210925"
"20210922","경의선","야당","3815","3702","20210925"
"20210922","수인선","야목","187","160","20210925"
"20210922","분당선","야탑","11826","10509","20210925"
"20210922","3호선","약수","4775","5055","20210925"
"20210922","6호선","약수","1208","1164","20210925"
"20210922","중앙선","양수","1930","1758","20210925"
"20210922","중앙선","양원","728","820","20210925"
"20210922","3호선","양재(서초구청)","8187","10637","20210925"
"20210922","중앙선","양정","482","422","20210925"
"20210922","경원선","양주","4864","4530","20210925"
"20210922","2호선","양천구청","2637","2637","20210925"
"20210922","9호선","양천향교","3001","3707","20210925"
"20210922","5호선","양평","1704","2069","20210925"
"20210922","중앙선","양평","2664","1897","20210925"
"20210922","7호선","어린이대공원(세종대)","5143","6265","20210925"
"20210922","수인선","어천","447","575","20210925"
"20210922","9호선2~3단계","언주","1919","2255","20210925"
"20210922","5호선","여의나루","9660","9930","20210925"
"20210922","5호선","여의도","6091","6518","20210925"
"20210922","9호선","여의도","6676","6617","20210925"
"20210922","경강선","여주","2440","1610","20210925"
"20210922","경인선","역곡","11957","11641","20210925"
"20210922","2호선","역삼","7464","9013","20210925"
"20210922","6호선","역촌","1646","2021","20210925"
"20210922","수인선","연수","2588","2533","20210925"
"20210922","3호선","연신내","17266","17322","20210925"
"20210922","6호선","연신내","1","0","20210925"
"20210922","9호선","염창","6500","7221","20210925"
"20210922","경부선","영등포","24571","25376","20210925"
"20210922","2호선","영등포구청","5913","6602","20210925"
"20210922","5호선","영등포구청","1161","1169","20210925"
"20210922","5호선","영등포시장","3109","3596","20210925"
"20210922","공항철도 1호선","영종","2171","1989","20210925"
"20210922","분당선","영통","3648","4020","20210925"
"20210922","5호선","오금","1124","1048","20210925"
"20210922","3호선","오금","1930","1939","20210925"
"20210922","경인선","오류동","5448","5462","20210925"
"20210922","분당선","오리","4195","3678","20210925"
"20210922","5호선","오목교(목동운동장앞)","7886","8272","20210925"
"20210922","수인선","오목천","1298","1330","20210925"
"20210922","중앙선","오빈","253","180","20210925"
"20210922","경부선","오산","7417","7635","20210925"
"20210922","경부선","오산대","1974","1914","20210925"
"20210922","안산선","오이도","6229","5836","20210925"
"20210922","3호선","옥수","4181","4455","20210925"
"20210922","경원선","옥수","37","15","20210925"
"20210922","7호선","온수(성공회대입구)","3116","3375","20210925"
"20210922","경인선","온수(성공회대입구)","3007","2687","20210925"
"20210922","장항선","온양온천","3282","2847","20210925"
"20210922","9호선2~3단계","올림픽공원(한국체대)","2968","3137","20210925"
"20210922","5호선","올림픽공원(한국체대)","2019","1865","20210925"
"20210922","경원선","왕십리(성동구청)","6901","9061","20210925"
"20210922","2호선","왕십리(성동구청)","6349","6006","20210925"
"20210922","5호선","왕십리(성동구청)","1900","2268","20210925"
"20210922","경원선","외대앞","3337","3808","20210925"
"20210922","2호선","용답","1258","1470","20210925"
"20210922","2호선","용두(동대문구청)","805","886","20210925"
"20210922","7호선","용마산(용마폭포공원)","2612","2864","20210925"
"20210922","중앙선","용문","2639","1802","20210925"
"20210922","경부선","용산","23963","21120","20210925"
"20210922","5호선","우장산","5128","5324","20210925"
"20210922","중앙선","운길산","1388","1257","20210925"
"20210922","공항철도 1호선","운서","3977","4670","20210925"
"20210922","경의선","운정","3126","2883","20210925"
"20210922","일산선","원당","5234","4964","20210925"
"20210922","중앙선","원덕","397","259","20210925"
"20210922","수인선","원인재","2660","2754","20210925"
"20210922","일산선","원흥","4373","4319","20210925"
"20210922","경원선","월계","2956","2770","20210925"
"20210922","6호선","월곡(동덕여대)","4369","4583","20210925"
"20210922","수인선","월곶","1484","1397","20210925"
"20210922","6호선","월드컵경기장(성산)","4322","4434","20210925"
"20210922","경의선","월롱","694","984","20210925"
"20210922","2호선","을지로3가","5019","4772","20210925"
"20210922","3호선","을지로3가","2189","2333","20210925"
"20210922","2호선","을지로4가","1973","2095","20210925"
"20210922","5호선","을지로4가","994","1028","20210925"
"20210922","2호선","을지로입구","11790","11049","20210925"
"20210922","경원선","응봉","945","807","20210925"
"20210922","6호선","응암","7407","7727","20210925"
"20210922","경부선","의왕","3830","3806","20210925"
"20210922","경원선","의정부","11727","12101","20210925"
"20210922","2호선","이대","4400","5623","20210925"
"20210922","분당선","이매","2402","2410","20210925"
"20210922","경강선","이매","568","439","20210925"
"20210922","7호선","이수","6079","6215","20210925"
"20210922","경강선","이천","2181","1930","20210925"
"20210922","경원선","이촌(국립중앙박물관)","1912","1434","20210925"
"20210922","4호선","이촌(국립중앙박물관)","3912","4443","20210925"
"20210922","6호선","이태원","8297","8336","20210925"
"20210922","과천선","인덕원","8762","8898","20210925"
"20210922","경인선","인천","4445","3725","20210925"
"20210922","수인선","인천","1137","1753","20210925"
"20210922","공항철도 1호선","인천공항1터미널","3113","3132","20210925"
"20210922","공항철도 1호선","인천공항2터미널","1538","1482","20210925"
"20210922","수인선","인천논현","2627","2803","20210925"
"20210922","수인선","인하대","2566","2690","20210925"
"20210922","경의선","일산","4063","3609","20210925"
"20210922","3호선","일원","2542","2720","20210925"
"20210922","경의선","임진강","102","89","20210925"
"20210922","8호선","잠실(송파구청)","8277","9280","20210925"
"20210922","2호선","잠실(송파구청)","38010","35468","20210925"
"20210922","2호선","잠실나루","4017","4014","20210925"
"20210922","2호선","잠실새내","8276","8685","20210925"
"20210922","3호선","잠원","1770","1754","20210925"
"20210922","7호선","장승배기","3765","4075","20210925"
"20210922","7호선","장암","1100","755","20210925"
"20210922","8호선","장지","7050","7657","20210925"
"20210922","5호선","장한평","5699","6126","20210925"
"20210922","우이신설선","정릉","2071","1758","20210925"
"20210922","일산선","정발산","4442","4512","20210925"
"20210922","과천선","정부과천청사","3263","3386","20210925"
"20210922","안산선","정왕","4581","5517","20210925"
"20210922","분당선","정자","6009","6615","20210925"
"20210922","1호선","제기동","5349","5752","20210925"
"20210922","경인선","제물포","4628","4307","20210925"
"20210922","1호선","종각","9232","8525","20210925"
"20210922","5호선","종로3가","6939","6998","20210925"
"20210922","1호선","종로3가","11662","10223","20210925"
"20210922","3호선","종로3가","2726","4183","20210925"
"20210922","1호선","종로5가","6606","6993","20210925"
"20210922","2호선","종합운동장","2497","2608","20210925"
"20210922","9호선2~3단계","종합운동장","1567","1711","20210925"
"20210922","경인선","주안","10013","8875","20210925"
"20210922","일산선","주엽","3780","3606","20210925"
"20210922","분당선","죽전","6523","7633","20210925"
"20210922","7호선","중계","5639","5158","20210925"
"20210922","7호선","중곡","3864","4005","20210925"
"20210922","경인선","중동","4118","3684","20210925"
"20210922","중앙선","중랑","2857","2865","20210925"
"20210922","안산선","중앙","10286","9603","20210925"
"20210922","9호선2~3단계","중앙보훈병원","2828","2718","20210925"
"20210922","7호선","중화","4482","4492","20210925"
"20210922","9호선","증미","2115","2592","20210925"
"20210922","6호선","증산(명지대앞)","4509","4647","20210925"
"20210922","3호선","지축","1641","1538","20210925"
"20210922","중앙선","지평","85","51","20210925"
"20210922","경원선","지행","3830","3537","20210925"
"20210922","경부선","직산","486","494","20210925"
"20210922","경부선","진위","693","585","20210925"
"20210922","4호선","창동","11050","11485","20210925"
"20210922","6호선","창신","1257","1187","20210925"
"20210922","경춘선","천마산","1018","932","20210925"
"20210922","경부선","천안","7349","5866","20210925"
"20210922","7호선","천왕","3833","3813","20210925"
"20210922","5호선","천호(풍납토성)","9444","9345","20210925"
"20210922","8호선","천호(풍납토성)","6615","7911","20210925"
"20210922","7호선","철산","8589","8535","20210925"
"20210922","6호선","청구","1413","1209","20210925"
"20210922","5호선","청구","1350","1426","20210925"
"20210922","7호선","청담","4128","4545","20210925"
"20210922","공항철도 1호선","청라국제도시","2668","2520","20210925"
"20210922","1호선","청량리(서울시립대입구)","9066","9129","20210925"
"20210922","경원선","청량리(서울시립대입구)","9712","10000","20210925"
"20210922","분당선","청명","1554","1529","20210925"
"20210922","경춘선","청평","1601","1126","20210925"
"20210922","경강선","초월","1408","1361","20210925"
"20210922","안산선","초지","2078","1790","20210925"
"20210922","4호선","총신대입구(이수)","7501","8526","20210925"
"20210922","7호선","춘의","3002","2677","20210925"
"20210922","경춘선","춘천","2574","1646","20210925"
"20210922","4호선","충무로","6329","7252","20210925"
"20210922","3호선","충무로","1","0","20210925"
"20210922","5호선","충정로(경기대입구)","1078","1147","20210925"
"20210922","2호선","충정로(경기대입구)","2666","2815","20210925"
"20210922","경의선","탄현","3650","3216","20210925"
"20210922","7호선","태릉입구","3679","3964","20210925"
"20210922","6호선","태릉입구","2207","2632","20210925"
"20210922","분당선","태평","6599","6286","20210925"
"20210922","경춘선","퇴계원","1902","1657","20210925"
"20210922","경의선","파주","639","518","20210925"
"20210922","경강선","판교","1965","2019","20210925"
"20210922","중앙선","팔당","1383","1381","20210925"
"20210922","경춘선","평내호평","3229","2908","20210925"
"20210922","과천선","평촌","4744","4817","20210925"
"20210922","경부선","평택","11589","11371","20210925"
"20210922","경부선","평택지제","1948","2036","20210925"
"20210922","경의선","풍산","2830","2565","20210925"
"20210922","7호선","하계","7201","6962","20210925"
"20210922","5호선","하남검단산","3585","3468","20210925"
"20210922","5호선","하남시청(덕풍?신장)","2853","2712","20210925"
"20210922","5호선","하남풍산","1687","1630","20210925"
"20210922","7호선","학동","3129","3578","20210925"
"20210922","3호선","학여울","530","544","20210925"
"20210922","6호선","한강진","4475","5499","20210925"
"20210922","경원선","한남","1710","1643","20210925"
"20210922","안산선","한대앞","4457","4250","20210925"
"20210922","4호선","한성대입구(삼선교)","5986","6574","20210925"
"20210922","9호선2~3단계","한성백제","1100","1086","20210925"
"20210922","2호선","한양대","1503","1890","20210925"
"20210922","분당선","한티","6649","6673","20210925"
"20210922","2호선","합정","13729","15892","20210925"
"20210922","6호선","합정","7144","6418","20210925"
"20210922","5호선","행당","3128","2769","20210925"
"20210922","경의선","행신","3306","3342","20210925"
"20210922","4호선","혜화","14368","16146","20210925"
"20210922","수인선","호구포","1621","1659","20210925"
"20210922","2호선","홍대입구","33815","36309","20210925"
"20210922","경의선","홍대입구","1179","1472","20210925"
"20210922","공항철도 1호선","홍대입구","7077","7451","20210925"
"20210922","3호선","홍제","7049","7079","20210925"
"20210922","우이신설선","화계","1603","1529","20210925"
"20210922","5호선","화곡","11222","11154","20210925"
"20210922","6호선","화랑대(서울여대입구)","3950","3329","20210925"
"20210922","경부선","화서","3370","3126","20210925"
"20210922","경의선","화전","601","647","20210925"
"20210922","일산선","화정","8156","8339","20210925"
"20210922","중앙선","회기","10316","12549","20210925"
"20210922","경원선","회룡","5990","5660","20210925"
"20210922","4호선","회현(남대문시장)","4207","4668","20210925"
"20210922","6호선","효창공원앞","2416","2152","20210925"
"20210922","경의선","효창공원앞","940","1276","20210925"
"20210922","9호선","흑석(중앙대입구)","2898","3240","20210925"
"20210921","우이신설선","4.19민주묘지","1128","979","20210924"
"20210921","경원선","가능","2761","2664","20210924"
"20210921","8호선","가락시장","1317","1471","20210924"
"20210921","3호선","가락시장","1645","1630","20210924"
"20210921","경부선","가산디지털단지","2937","4623","20210924"
"20210921","7호선","가산디지털단지","5806","5505","20210924"
"20210921","9호선","가양","5418","5985","20210924"
"20210921","우이신설선","가오리","1521","1468","20210924"
"20210921","경의선","가좌","1545","1689","20210924"
"20210921","분당선","가천대","1955","2468","20210924"
"20210921","경춘선","가평","1853","1347","20210924"
"20210921","경인선","간석","2167","2046","20210924"
"20210921","경춘선","갈매","789","702","20210924"
"20210921","2호선","강남","12740","12716","20210924"
"20210921","분당선","강남구청","1108","1371","20210924"
"20210921","7호선","강남구청","1745","2104","20210924"
"20210921","5호선","강동","4434","4681","20210924"
"20210921","8호선","강동구청","2196","2410","20210924"
"20210921","경의선","강매","877","861","20210924"
"20210921","2호선","강변(동서울터미널)","19290","11536","20210924"
"20210921","5호선","강일","1020","1010","20210924"
"20210921","경춘선","강촌","457","325","20210924"
"20210921","5호선","개롱","1520","1692","20210924"
"20210921","경인선","개봉","7485","7389","20210924"
"20210921","분당선","개포동","846","850","20210924"
"20210921","9호선","개화","567","417","20210924"
"20210921","5호선","개화산","1801","1788","20210924"
"20210921","5호선","거여","2222","2198","20210924"
"20210921","2호선","건대입구","12653","14969","20210924"
"20210921","7호선","건대입구","3699","4116","20210924"
"20210921","공항철도 1호선","검암","2461","2523","20210924"
"20210921","경강선","경기광주","2341","2264","20210924"
"20210921","과천선","경마공원","229","218","20210924"
"20210921","3호선","경복궁(정부서울청사)","5804","6792","20210924"
"20210921","3호선","경찰병원","1379","1526","20210924"
"20210921","공항철도 1호선","계양","3110","3021","20210924"
"20210921","5호선","고덕","1996","2026","20210924"
"20210921","6호선","고려대(종암)","2294","2451","20210924"
"20210921","수인선","고색","949","989","20210924"
"20210921","3호선","고속터미널","30999","14324","20210924"
"20210921","7호선","고속터미널","14623","3875","20210924"
"20210921","9호선","고속터미널","8356","5312","20210924"
"20210921","안산선","고잔","2686","2592","20210924"
